id,name,blurb,cat_name,ttrpg_label,ttrpg_matched,hand_label
2100891234,Daemonologie: A Field Guide for the Devil’s Dice,The basic ruleset for becoming a 17th Century intermediary in the deadly dice game between the Devil and King James. #ZineQuest3,Tabletop Games,accessory,acc_weak:dice,ttrpg
1855207799,Underwater Base Albion - 3D Printable Scifi Modular Terrains,3D printable scifi modular tiles and props to build your own underwater base,Tabletop Games,accessory,acc_strong:3d print,accessory
1035803032,Colonialism - A Game of 19th Century Imperialism,Colonialism is a game of 19th and early 20th century imperialism.  This is the new and expanded version of this highly successful game.,Tabletop Games,nontt,,nontt
2030441284,The Great Harbor,"Draft & send dice workers to the harbor, expand your colony, construct ships, trade across the Mediterranean, and engage the pirates!",Tabletop Games,accessory,acc_weak:dice,nontt
1147343760,"The Book of Terniel, a Pathfinder Roleplaying Game Adventure",You stand between four factions seeking the Book of Terniel. Choose a side or claim it for yourself! A 1st-level adventure.,Tabletop Games,ttrpg,core:roleplaying game;system:pathfinder,ttrpg
96158835,Mechanika: Empires of Blood and Steam core rulebook,"A unique game combining steampunk and material from the works of H.P. Lovecraft, set on an alternate earth full of horror.",Tabletop Games,ttrpg,core:rulebook,ttrpg
438453910,Holmes & Co. – An Investigative Roleplaying Game [RELAUNCH],"Mystery, crime and deduction in search of the truth",Tabletop Games,ttrpg,core:roleplaying game,ttrpg
983031133,Carroll County Cake Swap - Print and Play,A card game for baking perfectionists and those who like to sabotage them. Enter the cake decorating contest at Carroll County Fair.,Tabletop Games,nontt,boardcard:card game,nontt
1803812779,Easy Dungeon - Seamless Magnetic Dungeon Tiles,"The Easy Dungeon is designed to make the role playing experience realistic, fun and engaging without having to spend a lot of money.",Tabletop Games,ttrpg,core:role play,accessory
193888263,The Fen of the Five-Fold Maw Pathfinder Adventure!,The Fen of the Five-Fold Maw is a thrilling swamp-themed action adventure for the Pathfinder RPG.,Tabletop Games,ttrpg,core:rpg;system:pathfinder,ttrpg
1643260303,the ossuary,Roleplaying in a strange fantasy reset. (Eventually) dozens of classes and endless options. Old school meets new school. Three PDFs.,Tabletop Games,ttrpg,"core:old school,roleplay",ttrpg
1074785138,Temporada de patos,"Atrápalos que la temporada termina pronto (Catch them, the season is ending soon)",Tabletop Games,nontt,,nontt
762038174,Dized: The Best Way To Learn Board Games,"Dized is the ultimate companion app: it adapts to your preferences, letting you skip the rulebook and play board games right away!",Tabletop Games,ttrpg,core:rulebook;boardcard:board game,nontt
1356477465,Wombattle,Party board game with real rewards for 3 to 10 players.,Tabletop Games,nontt,boardcard:board game,nontt
231122147,Adaptable Encounters 2nd & 3rd Compendiums (D&D 5e/5.5e),"Two Hardcover books with collections of Encounters in different environments for Dungeons & Dragons 5th edition, 2024 compatible.",Tabletop Games,ttrpg,"core:5e,5th edition;system:d&d,dungeons & dragons",ttrpg
1846822032,GrimBlade: A Grim Fantasy RPG [Zine Quest],A light and fast-paced roleplaying game of adventures and stories set within an implied grim fantasy world.,Tabletop Games,ttrpg,"core:roleplaying game,rpg",ttrpg
638279620,Nuts for You,"Collect, Stash and Snatch your way to Victory!",Tabletop Games,nontt,,nontt
683836928,"Macaron Oversized Silicone D20 – Soft, Bouncy, and Colorful! (Canceled)",Supersized Silicone Dice • Soft & Bouncy • Glow-in-the-Dark • Irresistibly Vibrant!,Tabletop Games,accessory,acc_weak:dice,accessory
681283713,King of Fighters: The Orochi Saga,"Relive epic battles from King of Fighters on your tabletop with 1v1 card battles, Solo, Cooperative, and 2v1 ""Ultimate Showdown"" Modes!",Tabletop Games,nontt,,nontt
1753035945,- Cave Pilot 55 - the Arcade Card Game,"Tactical, highly replayable game, where 1-4 players race their high-tech bat-planes through a gauntlet cave",Tabletop Games,nontt,boardcard:card game,nontt
1246797370,Tempest Hold: RPG Book and STL Collection,"All new 5E Supplement & Pre-Supported 3D Printable STL Miniatures and terrain for Role Playing Games, Tabletop, Wargames, or other RPG!",Tabletop Games,accessory,"core:5e,role playing game,rpg;acc_strong:3d print,miniature,stl,terrain",ttrpg
1133064921,Legacy: Life Among the Ruins - world-rebuilding roleplaying,"The old world was twisted and ravaged by the Fall, but your clan survived. Play through their saga of struggle, discovery and conquest!",Tabletop Games,ttrpg,core:roleplay,ttrpg
1652938123,Academia: A Game of Administrative Bloat,A Love Letter to American Universities,Tabletop Games,nontt,,nontt
1490924418,Fragged Cyberpunk | tabletop RPG,A dystopian far-future Cyberpunk where humans seek to overcome the weakness of flesh and avoid extinction through AUGs and submission.,Tabletop Games,ttrpg,core:rpg,ttrpg
312930819,Medieval village on the coast 2.0,STL format / 26-32 mm size,Tabletop Games,accessory,"acc_strong:32 mm,stl",accessory
520463984,Massive Zeppelin Model for 28mm VSF/Pulp Gaming,This awesome model blurs the lines between gaming terrain and gaming table.  A truly great centerpiece that will give you years of fun.,Tabletop Games,accessory,"acc_strong:28mm,terrain",accessory
2000189628,Deadlands Lost Colony,"Travel Way Out West to the planet Banshee, where the Reckoners make their final stand! A Deadlands RPG for Savage Worlds.",Tabletop Games,ttrpg,core:rpg;system:savage worlds,ttrpg
988847450,Bespoke Roleplaying Game Content - A Make 100 Project,"Custom roleplaying game content packs crafted with passion for your gaming pleasure. 
(Part of 2021's Make 100 initiative.)",Tabletop Games,ttrpg,core:roleplaying game,ttrpg
2026716830,Cartoon Crushes - Vol 5 - Summer Bliss : STL Pin-up Files,High quality 3D miniature figurines in 120mm for collectors and 3D printing enthusiasts! Presupported and unsupported!,Tabletop Games,accessory,"acc_strong:20mm,3d print,figurine,miniature,stl",accessory
2089018713,Orc and Goblin Miniatures: The Gods of War,"3dArtDigital wants to create Orc and Goblin miniatures with interchangeable armor, weapons, and accessories as multi-part model kits.",Tabletop Games,accessory,acc_strong:miniature,accessory
1703242729,The Dor'Geshi Steppe Tribe: 28mm STL Miniatures,Units of medieval/fantasy Far Eastern 28mm miniatures in STL form.,Tabletop Games,accessory,"acc_strong:28mm,miniature,stl",accessory
1143531654,The Pearl of Tides,"Sail into a cursed island, retrieve a legendary pearl, and flee before disaster strikes in this one-shot fully compatible with 5e.",Tabletop Games,ttrpg,"core:5e,one-shot",ttrpg
1280312394,"JUNO BEACH - D-DAY (Normandy, WW2) (scale 1:56)","Buildings, bunkers, vehicles, aircraft of JUNO BEACH - D-DAY (Normandy, WW2) (scale 1:56, 28mm) from Wargame3D",Tabletop Games,accessory,acc_strong:28mm,accessory
1695153925,PolyHero Dice - Warrior Set,You may have heard of polyhedral dice... well PolyHero Dice are like those but even more AWESOME!,Tabletop Games,accessory,acc_weak:dice,accessory
213996052,Blights ov the Eastern Forest Dungeon Synth Soundtrack,A new Dungeon Synth album inspired by the Eastern Forest TTRPG setting!,Tabletop Games,ttrpg,core:ttrpg,nontt
1817913560,Dragon Hide Gaming Gear,"Dragon Hide Leather Dice Bags, Key Chains, and Dice Trays.",Tabletop Games,accessory,acc_strong:dice tray;acc_weak:dice,accessory
1892647828,Emerald Skulls 💀,Push-your-luck as you roll the dice. 🎲 Wager in real-time with up to 8 players!,Tabletop Games,accessory,acc_weak:dice;boardcard:push-your-luck,nontt
2095917097,Wanted! Individuals For Delivery -A D&D One-Shot Adventure,"A courier job gone wrong, with a reveal that the party won't see coming.",Tabletop Games,ttrpg,core:one-shot;system:d&d,ttrpg
370445570,Star Bastards: A Two-Fisted Sci-Fi Adventure Gamebook,"Punch, shoot, sleaze and gamble your way across a derelict galactic highway in this old-school gamebook adventure. You call the shots!",Tabletop Games,ttrpg,core:old-school,ttrpg
751815471,Loot Cards for 5E,90-card decks filled with wondrous loot for the 5th edition of the world's most popular role-playing game.,Tabletop Games,ttrpg,"core:5e,5th edition,role-playing game",ttrpg
974699544,The Ugly Goblin's Cookbook,Monstrous Meals and Deadly Delicacies: Cook & Eat Monsters in D&D,Tabletop Games,ttrpg,system:d&d,accessory
1434007336,Chibi Cuties - SET 4 : 3D Printables STLs ~ KS Exclusive!,"Creative STL Files – Female Miniatures in 120mm for Painters, Collectors & Tabletop RPG Fans! Presupported STL files",Tabletop Games,accessory,"core:rpg;acc_strong:20mm,3d print,miniature,stl",accessory
1552290096,The Arena Game Table: Digital TTRPG Table,"The Future of Gaming - a solid wood game table with a built-in, touch-enabled display, available with a matching dining top!",Tabletop Games,ttrpg,core:ttrpg,accessory
454563630,Confrontation – Classic The legendary skirmish game,"Confrontation! The skirmish miniature game comes back in a celebration box. 
Join the community of the legendary miniatures game now!",Tabletop Games,accessory,"acc_strong:miniature;boardcard:miniature game,miniatures game,skirmish",nontt
2110717348,Beyond the Copper Doors,"An RPG adventure module compatible with 5E, OSR, and PolyModular with 3d printable miniature files for every person, place, and thing.",Tabletop Games,accessory,"core:5e,adventure module,osr,rpg;acc_strong:3d print,miniature",ttrpg
479476558,Ballz2Go,Ballz2Go is the premier source for beer pong balls on a key chain! Have you ever been at a party and needed balls? Well never again!,Tabletop Games,nontt,,nontt
1072068166,Dalriada: Eye of Balor - DnD 5e Celtic Adventure Campaign,Epic D&D 5e Celtic adventure where the players must thwart machinations of the dark gods and their Fomorian army or the world will end!,Tabletop Games,ttrpg,"core:5e;system:d&d,dnd",ttrpg
2050710523,The Frost Papers: Ten Games to Play in the Dark,"""The Ouija Board of Roleplaying Games"" - Occult Victorian parlor games for those who love paranormal investigation and ghost stories.",Tabletop Games,ttrpg,core:roleplaying game,ttrpg
1731596870,Forbidden Lands - The Bitter Reach Campaign and Reprint,Hunt for treasure in the icy vistas of The Bitter Reach - the first major expansion to the multiple award-winning Forbidden Lands RPG.,Tabletop Games,ttrpg,core:rpg,ttrpg
1355741327,Churrascaria: A Cutthroat Game of Gluttony,"A casual card game of food theft, plate swapping, and backstabbing for 2-6 players fighting to eat the most meat.",Tabletop Games,nontt,boardcard:card game,nontt
359211704,HOST: The New Card Game From Broken Prism Games,"Aliens, Zombies, Conspiracy, Natural Disaster, and Misdirection. Enter the World of HOST from Broken Prism Games.",Tabletop Games,nontt,boardcard:card game,nontt
1815557619,"Trouble in the Sourwood, a 5e DnD Adventure",A Fading Embers Adventure for Tier 2 (Levels 5-10) Characters,Tabletop Games,ttrpg,core:5e;system:dnd,ttrpg
351624200,Cthulhu Art Drink Coaster 3: Reckoning Red Ale,Third in a series of Cthulhu and H.P. Lovecraft inspired drink coasters.,Tabletop Games,nontt,,accessory
1581384217,Mercenaries - Tactical Deck Building RPG,Mercenaries incorporates a mix of a tabletop game with the strategy of a deck building game.,Tabletop Games,ttrpg,core:rpg;boardcard:deck build,nontt
1812678015,RPG DICE:: Backstab / Sneak Attack & Death Magic ::,Get the most out of your roll when casting Death Magic or going for the sneak attack. Beautiful dice that will last for campaigns.,Tabletop Games,ttrpg,core:rpg;acc_weak:dice,accessory
1309420890,Foodie Kitchen - A card game for those that love food,Foodie Kitchen is a strategic dish building game that was made to be enjoyed with family and friends. Get ready to get hungry!,Tabletop Games,nontt,boardcard:card game,nontt
1485078135,Escape From Toy: A Dumarest: The RPG One-Shot Adventure,"A Zine for Traveller, Cepheus Engine RPG, Stars Without Numbers and other sci-fi role-playing games",Tabletop Games,ttrpg,"core:one-shot,role-playing game,rpg",ttrpg
748722215,Stress - Strategic Chess - fun for the whole family,An age old game with a new twist....multiplayer. Stress is strategic fun for everyone.,Tabletop Games,nontt,,nontt
1557383515,Unfolding Quest: Reclaim the Margin,A solo survival RPG where you physically redact real-world obligations to keep your character alive.,Tabletop Games,ttrpg,core:rpg,ttrpg
972698426,3D Printable Christmas Balls-Freaks & Rol,Collection of balls for your Christmas Tree. (Pre-supported STL Files),Tabletop Games,accessory,"acc_strong:3d print,stl",accessory
486530948,Mutant Mayhem Minis - RPG Post-Apocalyptic Figures for MCC,Mutant Crawl Classics Miniatures --a line of high-quality pewter figures featuring characters and monsters with post-apocalyptic flavor,Tabletop Games,accessory,"core:rpg;acc_strong:miniature,minis",accessory
445846852,Builders of Blankenburg: Fields & Flocks,This expansion adds 6-player support and more ways to earn income and prestige. Combo pledges available for those new to Blankenburg.,Tabletop Games,nontt,,nontt
1562196735,Panzer Orders,The World War 2 card game for solitaire and two players,Tabletop Games,nontt,boardcard:card game,nontt
1642578010,Storyteller Cards: A Playing Card Deck To Inspire Creativity,"A deck of playing cards to help storytellers of all types: Gamers, Role Players, Writers, Artists, Children, Parents, Teachers & You!",Tabletop Games,ttrpg,core:role play,accessory
1728783884,DCC Adventure: Pirates of the Goblin River,Legends of Lohre folklore-based roleplay for DCC delivers its most action-packed adventure module yet with Pirates of the Goblin River.,Tabletop Games,ttrpg,"core:adventure module,roleplay",ttrpg
168259090,Daft Dice,"Ordinary dice are, well...ordinary. Make yours extraordinary and customize your game with Daft dice, dice towers/cups, and gold dice!",Tabletop Games,accessory,acc_strong:dice tower;acc_weak:dice,accessory
320931233,Medieval Architecture Part 5 - STL / 28MM,"STL files for 3D printing, landscape for board games, role-playing games, wargames and RPGs. Medieval Architecture, RPGs,28MM",Tabletop Games,accessory,"core:role-playing game;acc_strong:28mm,3d print,stl;boardcard:board game",accessory
1965530885,BESTIARIUM NSFW/SFW 3D ANNIVERSARY,3D ANNIVERSARY + 100 STL MODELS / 3D PRINTABLES STL FILES,Tabletop Games,accessory,"acc_strong:3d print,stl",accessory
1813115216,The Infected Abbey: A Virulent Shadowdark Adventure,"The Infected Abbey is a level 6-8 adventure for Shadowdark featuring new maps, items, monsters, and options for players and GMs.",Tabletop Games,ttrpg,system:shadowdark,ttrpg
450810582,From the Earth to the Moon - Jules Verne's novel Print&Play,"This flip & write board game for 1-6 players represents the essence of the novel. Build the big cannon, place bets and engage in duels.",Tabletop Games,nontt,boardcard:board game,nontt
678467949,AsA Wave Three Adventures,"Wave Three of Adventures for AsA, a Solo 5e D&D system",Tabletop Games,ttrpg,core:5e;system:d&d,ttrpg
931165432,Reign of Dragons II,3D Printable Dragon Miniatures for RPG & Tabletop Wargames (Pre-supported STL Files) 32mm.,Tabletop Games,accessory,"core:rpg;acc_strong:32mm,3d print,miniature,stl",accessory
2115610365,Dungeon Master - The Realm Towers - Printable STL files [C],A selection of highly sophisticated and detailed dice towers to elevate your dice roll!,Tabletop Games,accessory,"core:dungeon master;acc_strong:dice tower,stl;acc_weak:dice",accessory
754588233,Survival of the Able,A Survival Horror RPG about People with Disabilities,Tabletop Games,ttrpg,core:rpg,ttrpg
1960430252,Zoetrope - Time Travel Role Playing,"A fast and easy time travel-focused role playing game. 
Will you fix time, or f*ck it up worse?",Tabletop Games,ttrpg,"core:role play,role playing game",ttrpg
1528261714,Holomatixx: A New Wave Order,The 80s Pop RPG of Totally Audacious Secret Rockstars!,Tabletop Games,ttrpg,core:rpg,ttrpg
1768931433,The Awful Orphanage - A mildly evil game for 1 to 6 players,"Will you stop the murderous owner of the Awful Orphanage, Miss Prendergast? Now with co-op and solo play too!",Tabletop Games,nontt,,nontt
1556418730,Ice & Flame RPG,Play with your kids!  Ice & Flame is a large new expansion for the popular Heroes & Treasure family-friendly fantasy RPG.,Tabletop Games,ttrpg,core:rpg,ttrpg
1079595552,Vampire Countess 3D Printable STL Miniatures,"High-quality STL Files, 3D Pin-Up Printable Figures for Miniature Collectors and Dungeons & Dragons RPG Tabletop Games",Tabletop Games,accessory,"core:rpg;system:dungeons & dragons;acc_strong:3d print,miniature,stl",accessory
942586285,Skyhogs: A TTRPG about anthropomorphic animal pilots,,Tabletop Games,ttrpg,core:ttrpg,ttrpg
606931793,Vole Bitters' Dreadful Catalog (deck) of Many Needful Things,"Wee Bit Twisted 5: A mail-order catalog of 55 treasures for your 5e RPG. Beware, each item comes with a curse, boo.",Tabletop Games,ttrpg,"core:5e,rpg",ttrpg
581845030,Heraldic Waterslide Decals for Wargaming,"A series of heraldic images for miniature wargaming. For models that are historical, medieval, fantasy, sci-fi or other gaming pieces.",Tabletop Games,accessory,acc_strong:miniature,accessory
708385575,Custom 3D Printed Board Game Accessories,We are looking to obtain some new printers to make even more intricate designs for your board games.,Tabletop Games,accessory,acc_strong:3d print;boardcard:board game,accessory
117319978,MacGowan & Lombardy's THE GREAT WAR fast-playing card game,"For 2 players & SOLO: use modern technologies, combined arms tactics, and force multipliers to win World War One in an hour.",Tabletop Games,nontt,boardcard:card game,nontt
408895012,Talondryl's Journal of Everyday Dragons,"Poseable, 3D printable, Art Toy, Display Dragons, 3MF & STL files, articulated action figures",Tabletop Games,accessory,"acc_strong:3d print,stl",accessory
1757432328,"Infinitas DM - Mobile Cartographer, Lorebook & Battlemap","A Digital Cartographer, Lore Book, and Battle Map for mobile platforms. A better way to Create, Play, & Edit Pen & Paper RPG campaigns.",Tabletop Games,ttrpg,"core:rpg;acc_weak:battle map,battlemap",accessory
1125821302,Polaris,Form constellations around the North Star | From Simone Luciani & Andrea Mainini | Abstract Strategy | Glow in the Dark Components,Tabletop Games,nontt,,nontt
1296808139,Defiant RPG Reign & Legacy,"Origins Awards nominated ""Defiant RPG"" returns with two major supplements! New to the game? The core rulebook is also available!",Tabletop Games,ttrpg,"core:rpg,rulebook",ttrpg
1753672229,"5e - 100 New Adventure Traps: ""Trap Theory Codex""","A collection of ingenious traps, magical snares, and perilous puzzles, punish recklessness, and protect forgotten secrets.",Tabletop Games,ttrpg,core:5e,ttrpg
1391731638,"Legendary Planet: Cosmic Adventure for 5E, Pathfinder & More","Sword-and-planet adventure across the universe for level 1-20 for D&D 2024 & 2014, Pathfinder 1E & 2E, Starfinder, Tales of the Valiant",Tabletop Games,ttrpg,"core:5e;system:d&d,pathfinder,starfinder",ttrpg
175315634,Minimum Wager,"A party game that invites your friends to guess how little it would take to get you to do awful, embarrassing, and dangerous things.",Tabletop Games,nontt,boardcard:party game,nontt
1857512547,Hex City - Rules Lite Urban Fantasy TTRPG,"Postmodern hell: magic is loose, fae, demons & worse roam. Corps and cults scheme. Ordinary people survive by daring, luck & pure grit.",Tabletop Games,ttrpg,core:ttrpg,ttrpg
2028486693,KOKOTÖNA: A Grimdark RPG inspired by precolonial Mesoamerica,"A standalone, MÖRK BORG-compatible descent into a Mesoamerican-inspired apocalypse. Dark fantasy roleplaying of xokol & blood-obsidian.",Tabletop Games,ttrpg,"core:roleplay,rpg;system:mörk borg",ttrpg
1127485320,T-DICE,"TRON DICE  the complete design of cyber universe dice.
Tabletop games",Tabletop Games,accessory,acc_weak:dice,accessory
780489044,Snowdonia Deluxe Master Set,"Snowdonia - a lovingly crafted game of strategy, history, and trains - now in an updated and upgraded form of a Deluxe Master Set.",Tabletop Games,nontt,,nontt
305954419,Fifth Edition Fantasy Adventure Modules,"New adventures for the 5th edition of the world’s first fantasy RPG! World-neutral, stand-alone, and ready to drop into your campaign!",Tabletop Games,ttrpg,"core:5th edition,adventure module,rpg",ttrpg
523178634,Wolves of God: Adventures in Dark Ages England,Experience savage adventures and grim perils in Dark Ages England in this historical fantasy RPG.,Tabletop Games,ttrpg,core:rpg,ttrpg
84899433,Bunny Stasis : A card game for friends and family,A fun filled card game about bunnies.,Tabletop Games,nontt,boardcard:card game,nontt
1562775936,Color Quest 3D 2025,Color Quest returns to Kickstarter for a FLUO Craft x LaFig Miniatures collaboration. Find high detailed miniatures 3D printed and STL,Tabletop Games,accessory,"acc_strong:3d print,miniature,stl",accessory
297448992,Kings of Sun & Snow: 5E Tombcrawl Dungeons,"10+ dungeons for 5e DnD and tools to generate your own, with monsters, spells, traps, magic items, and more!",Tabletop Games,ttrpg,core:5e;system:dnd,ttrpg
1393452247,PUBlic Outrage,"PUBlic Outrage is an EXTREMELY NSFW party game!  Create a TV show, then tell a story explaining what got it kicked off the air!",Tabletop Games,nontt,boardcard:party game,nontt
495244316,The Great Creme-atorium Caper: A Hilarious Heist For 5e,"A heist so sweet, it's criminal. Backing this project supports real world research, studying the therapeutic qualities of RPGs.",Tabletop Games,ttrpg,core:5e,ttrpg
1527447300,Amazon Fantasy Football Miniatures,The Amazons are coming to take the fantasy football leagues by storm! The amazons will be available for one week only on kickstarter.,Tabletop Games,accessory,acc_strong:miniature,accessory
101591223,Capharnaum - The Roleplaying Game,"If you like Sinbad, Jason and the Argonauts, Clash of the Titans, Kingdom of Heaven, the 1001 Nights, you'll love Capharnaum!",Tabletop Games,ttrpg,core:roleplaying game,ttrpg
765386411,"22 Rare Abstract Strategy Games, Made in USA, Ships Oct 2025",Customize your rewards package and we’ll make the games!,Tabletop Games,nontt,,nontt
1482863611,Scented Villain Dice by Baron Smellybones,A carefully curated collection of exquisitely scented dice with villainous fragrance that stays perfectly potent for years!,Tabletop Games,accessory,acc_weak:dice,accessory
1752253073,The Cryptid Manual - An Unusual Creatures RPG Monster Manual,"Fully detailed with art, description and stats, for 5e, DCC RPG, Old-School Essentials, and SURVIVE THIS!! rule systems.",Tabletop Games,ttrpg,"core:5e,monster manual,old-school,rpg;system:old-school essentials",ttrpg
712002350,Galaxy Defenders - The Earth Strikes Back! boardgame,The exciting Season 2 of our cooperative science-fiction board and miniature game. Now it's time to fight Aliens on their home planet!,Tabletop Games,accessory,"acc_strong:miniature;boardcard:boardgame,miniature game",nontt
430921864,Wyrmhollow - The City Under the Glacier,A unique cold weather campaign setting with new race options for 5e,Tabletop Games,ttrpg,"core:5e,campaign setting",ttrpg
508964637,Dungeon Duality,Reversible Tiles for epic Adventures,Tabletop Games,nontt,,accessory
872067593,Beasts & Botanicals V2: Vilden of the Grasslands 5E RPG Zine,The next volume in our cottage core world of original dark folklore!,Tabletop Games,ttrpg,"core:5e,rpg",ttrpg
2064030912,AUDIT!,"Trova un lavoro decente e vai in pensione prima dei tuoi avversari! Ma occhio al tuo livello di stress, il burnout è dietro l'angolo!",Tabletop Games,nontt,,nontt
1090050770,Deadlands Dark Ages - Savage Worlds,Time to get medieval on the Deadlands® saga!,Tabletop Games,ttrpg,system:savage worlds,ttrpg
1057932059,Maskwitches of Forgotten Doggerland Redux Edition,A new all-human-art edition of the storytelling game of the psychedelic Mesolithic.,Tabletop Games,nontt,,ttrpg
1440970825,Missing in the Mines: A 5th Ed. Dungeons & Dragons Module,An Original Fantasy Setting and Adventure for 1st - 4th Level Characters designed for use with Dungeons & Dragons 5th Edition.,Tabletop Games,ttrpg,core:5th edition;system:dungeons & dragons,ttrpg
1923760702,City of Oxwell 3: Interiors,3D printable STL terrain pieces for tabletop adventuring.,Tabletop Games,accessory,"acc_strong:3d print,stl,terrain",accessory
1606876670,Avertigos- A 3D Boardgame with Flying Sail-Ship Miniatures,A unique Board Game with moddable Sail-Ships engaging in innovative 3D Tactical manoeuvres on the Table top.,Tabletop Games,accessory,"acc_strong:miniature;boardcard:board game,boardgame",nontt
339531397,Brush 4 Hire Barricades and Bunkers,Help us upgrade our laser to keep cut time and cost low on our new barricade and bunker models for your favorite tabletop minis games.,Tabletop Games,accessory,acc_strong:minis,accessory
87754077,City of Solstice: Low-Magic Urban Fantasy RPG,"The City of Solstice is a low-magic fantasy campaign for Old School RPGs, set in an ancient city, now ruled by the forces of evil.",Tabletop Games,ttrpg,"core:old school,rpg",ttrpg
1432634485,The Venture Below: A Troika! Adventure,"A danger-laced, conversation-rich crawl through the ""dungeon"" of the Troika! underground metro system",Tabletop Games,nontt,,ttrpg
461140540,Wizards of the Wild - The Forbidden Forest,Expand Wizards of the Wild with fantastic magical creatures and artifacts to empower your wizard with new abilities and strategy!,Tabletop Games,nontt,,nontt
2141840074,Alea Tools - RPG Initiative Board,Alea Tools' Initiative board tracks initiative in D&D and tabletop RPGs using Alea Tools Magnetic Status Markers.,Tabletop Games,ttrpg,core:rpg;system:d&d,accessory
2063100565,Sexy Witch Izalia,Sexy Witch Miniature,Tabletop Games,accessory,acc_strong:miniature,accessory
105125002,Ashenborn: The Ember Cycle,"A digital-hybrid high-fantasy TTRPG, published with Fabled - A world of shattered gods, reforged souls and ember-powered adventure!",Tabletop Games,ttrpg,core:ttrpg,ttrpg
612283512,"Acorith — A Living 5e City Setting with Shops, Quests & More","A 75-page 5e city setting with maps, quests, shops, and NPCs who grow on your players. Zero prep time for your D&D session.",Tabletop Games,ttrpg,core:5e;system:d&d,ttrpg
765411051,Switch Off,"Switch Off is a party game, which prompts young adults to put down their phones and use as a counter for the board.",Tabletop Games,nontt,boardcard:party game,nontt
1946807332,Khatun - medieval fantasy CCG in the red-light district,Unleash seductive courtesans to outwit your rivals and dominate KHATUN’s underworld. Will you rise to power or be lost in the shadows?,Tabletop Games,nontt,boardcard:ccg,nontt
